Date,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
6_1,22.49166916,22.24033246,21.98899577,21.73765907,21.48632237,21.23498568,20.98364898,20.73231228,20.48097559,20.22963889,19.97830219,19.72696549,19.4756288,19.2242921,18.9729554,18.72161871,18.47028201,18.78418165,19.0980813,19.41198094,19.72588058,20.03978023,20.35367987,20.66757951,20.98147916,21.2953788,21.60927844,21.92317809,22.23707773,22.55097737,22.86487702,23.17877666,23.4926763,23.80657595,24.12047559,24.43437523,24.74827488,24.74827488,24.74827488,24.74827488,24.48742944,24.22658401,23.96573857,23.70489313,23.4440477,23.18320226,22.92235683,22.66151139
6_2,22.40066595,22.13982052,21.87897508,21.61812964,21.35728421,21.09643877,20.83559334,20.5747479,20.31390246,20.05305703,19.79221159,19.53136616,19.27052072,19.00967528,18.74882985,18.48798441,18.22713898,18.5258463,18.82455362,19.12326095,19.42196827,19.72067559,20.01938292,20.31809024,20.61679756,20.91550489,21.21421221,21.51291953,21.81162686,22.11033418,22.4090415,22.70774883,23.00645615,23.30516347,23.6038708,23.90257812,24.20128544,24.20128544,24.20128544,24.20128544,23.98342743,23.76556942,23.54771141,23.3298534,23.11199539,22.89413738,22.67627936,22.45842135
6_3,22.24056334,22.02270533,21.80484732,21.58698931,21.3691313,21.15127329,20.93341527,20.71555726,20.49769925,20.27984124,20.06198323,19.84412522,19.62626721,19.40840919,19.19055118,18.97269317,18.75483516,19.03237514,19.30991511,19.58745509,19.86499506,20.14253504,20.42007501,20.69761499,20.97515496,21.25269494,21.53023491,21.80777489,22.08531486,22.36285484,22.64039481,22.91793479,23.19547476,23.47301474,23.75055471,24.02809469,24.30563466,24.30563466,24.30563466,24.30563466,24.08006149,23.85448832,23.62891514,23.40334197,23.1777688,22.95219562,22.72662245,22.50104928
6_4,22.27547611,22.04990293,21.82432976,21.59875659,21.37318341,21.14761024,20.92203707,20.69646389,20.47089072,20.24531755,20.01974438,19.7941712,19.56859803,19.34302486,19.11745168,18.89187851,18.66630534,18.96676651,19.26722768,19.56768886,19.86815003,20.16861121,20.46907238,20.76953356,21.06999473,21.3704559,21.67091708,21.97137825,22.27183943,22.5723006,22.87276177,23.17322295,23.47368412,23.7741453,24.07460647,24.37506765,24.67552882,24.67552882,24.67552882,24.67552882,24.436755,24.19798119,23.95920737,23.72043355,23.48165973,23.24288592,23.0041121,22.76533828
6_5,22.52656447,22.28779065,22.04901683,21.81024302,21.5714692,21.33269538,21.09392156,20.85514775,20.61637393,20.37760011,20.1388263,19.90005248,19.66127866,19.42250485,19.18373103,18.94495721,18.7061834,19.03999713,19.37381086,19.70762459,20.04143832,20.37525206,20.70906579,21.04287952,21.37669325,21.71050698,22.04432072,22.37813445,22.71194818,23.04576191,23.37957565,23.71338938,24.04720311,24.38101684,24.71483057,25.04864431,25.38245804,25.38245804,25.38245804,25.38245804,25.10285878,24.82325952,24.54366027,24.26406101,23.98446175,23.70486249,23.42526323,23.14566398
6_6,22.86606472,22.58646546,22.3068662,22.02726695,21.74766769,21.46806843,21.18846917,20.90886991,20.62927066,20.3496714,20.07007214,19.79047288,19.51087363,19.23127437,18.95167511,18.67207585,18.3924766,18.69708858,19.00170056,19.30631255,19.61092453,19.91553651,20.2201485,20.52476048,20.82937247,21.13398445,21.43859643,21.74320842,22.0478204,22.35243239,22.65704437,22.96165635,23.26626834,23.57088032,23.87549231,24.18010429,24.48471627,24.48471627,24.48471627,24.48471627,24.26299569,24.04127511,23.81955453,23.59783395,23.37611337,23.15439279,22.93267221,22.71095163
6_7,22.48923105,22.26751047,22.04578989,21.82406931,21.60234873,21.38062815,21.15890757,20.93718699,20.71546641,20.49374583,20.27202525,20.05030467,19.82858409,19.60686351,19.38514293,19.16342235,18.94170177,19.21530649,19.48891121,19.76251593,20.03612066,20.30972538,20.5833301,20.85693482,21.13053955,21.40414427,21.67774899,21.95135371,22.22495844,22.49856316,22.77216788,23.0457726,23.31937732,23.59298205,23.86658677,24.14019149,24.41379621,24.41379621,24.41379621,24.41379621,24.17849447,23.94319273,23.70789098,23.47258924,23.23728749,23.00198575,22.766684,22.53138226
6_8,22.29608051,22.06077877,21.82547702,21.59017528,21.35487353,21.11957179,20.88427004,20.6489683,20.41366655,20.17836481,19.94306306,19.70776132,19.47245957,19.23715783,19.00185608,18.76655434,18.5312526,18.81832741,19.10540222,19.39247703,19.67955185,19.96662666,20.25370147,20.54077628,20.8278511,21.11492591,21.40200072,21.68907553,21.97615035,22.26322516,22.55029997,22.83737479,23.1244496,23.41152441,23.69859922,23.98567404,24.27274885,24.27274885,24.27274885,24.27274885,24.04847793,23.824207,23.59993608,23.37566516,23.15139423,22.92712331,22.70285239,22.47858146
6_9,22.25431054,22.03003962,21.80576869,21.58149777,21.35722685,21.13295592,20.908685,20.68441408,20.46014315,20.23587223,20.01160131,19.78733038,19.56305946,19.33878854,19.11451761,18.89024669,18.66597577,18.99426117,19.32254658,19.65083198,19.97911739,20.3074028,20.6356882,20.96397361,21.29225901,21.62054442,21.94882982,22.27711523,22.60540064,22.93368604,23.26197145,23.59025685,23.91854226,24.24682767,24.57511307,24.90339848,25.23168388,25.23168388,25.23168388,25.23168388,24.98291036,24.73413683,24.4853633,24.23658977,23.98781625,23.73904272,23.49026919,23.24149566
6_10,22.99272214,22.74394861,22.49517508,22.24640155,21.99762803,21.7488545,21.50008097,21.25130744,21.00253392,20.75376039,20.50498686,20.25621333,20.00743981,19.75866628,19.50989275,19.26111922,19.0123457,19.30705631,19.60176692,19.89647753,20.19118814,20.48589875,20.78060936,21.07531997,21.37003058,21.66474119,21.9594518,22.25416241,22.54887302,22.84358363,23.13829424,23.43300485,23.72771546,24.02242607,24.31713668,24.61184729,24.9065579,24.9065579,24.9065579,24.9065579,24.65687761,24.40719732,24.15751703,23.90783673,23.65815644,23.40847615,23.15879586,22.90911556
